error_model,detection_outcome,min_err,max_err,avg_err,diff_vals_count,relative_sum
FLIP_SINGLE_BIT,TRUE_POSITIVE,2.95013458008632101226e-01,1.47603437127400578532e+01,7.52767858537434531030e+00,2,1.50553571707486906206e+01
FLIP_SINGLE_BIT,TRUE_POSITIVE,3.77520846961409972664e-06,3.77520846961409972664e-06,3.77520846961409972664e-06,1,3.77520846961409972664e-06
FLIP_SINGLE_BIT,TRUE_POSITIVE,2.31416695597785482263e+00,7.92945431329439998080e+00,5.12181063463612762376e+00,2,1.02436212692722552475e+01
FLIP_SINGLE_BIT,TRUE_POSITIVE,5.49643759796270003903e-05,1.29471930534352797082e-03,6.74841840661577485605e-04,2,1.34968368132315497121e-03
FLIP_SINGLE_BIT,TRUE_POSITIVE,7.58841218606150972043e+61,1.21207971019069214680e+64,6.09834061188376808850e+63,2,1.21966812237675361770e+64
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.16660327525133222792e-02,2.59653747864494777176e+00,1.30410175569873043600e+00,2,2.60820351139746087199e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,3.22829574938699680011e+51,1.57886888326537600165e+54,7.91048589507381491584e+53,2,1.58209717901476298317e+54
FLIP_SINGLE_BIT,TRUE_POSITIVE,2.63670086875222864364e-07,4.55341839555756244806e-04,2.27802754821315733835e-04,2,4.55605509642631467671e-04
FLIP_SINGLE_BIT,TRUE_POSITIVE,2.36943502431772201611e-01,2.69912102231775197225e+00,1.46803226237476214244e+00,2,2.93606452474952428489e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,2.64404905712675157110e+60,2.75399753532875961765e+60,2.69902329622775577278e+60,2,5.39804659245551154556e+60
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.31362021495543768168e-01,7.43527953967937027535e-01,4.37444987731740397852e-01,2,8.74889975463480795703e-01
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.11397875770524734662e-05,1.67197952049742415426e-02,8.36546749627564700802e-03,2,1.67309349925512940160e-02
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.13464333326504740462e-01,3.55529033991319476371e+00,1.83437733661984969658e+00,2,3.66875467323969939315e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,8.34210391984546828503e-01,5.33998446256089298601e+00,3.08709742727271985174e+00,2,6.17419485454543970349e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,6.29565387753276824951e+09,6.62037310683718299866e+09,6.45801349218497562408e+09,2,1.29160269843699512482e+10
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.07503849156032060819e-06,5.56985750053962114237e-03,2.78546626951559073149e-03,2,5.57093253903118146297e-03
FLIP_SINGLE_BIT,TRUE_POSITIVE,7.03394159851322697818e-04,1.59363445540079418095e-02,8.31986935692963225364e-03,2,1.66397387138592645073e-02
FLIP_SINGLE_BIT,TRUE_POSITIVE,6.89927869168549534606e-07,2.17857301915147516524e-05,1.12378290303416505935e-05,2,2.24756580606833011871e-05
FLIP_SINGLE_BIT,TRUE_POSITIVE,2.40503926117618102877e+46,1.89700075940153176344e+48,9.60525576006646855319e+47,2,1.92105115201329371064e+48
FLIP_SINGLE_BIT,TRUE_POSITIVE,7.62744297611959165550e-02,1.94632133458284073413e+00,1.01129788217201843636e+00,2,2.02259576434403687273e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.68229130581419417112e-01,1.39499806729749842304e+00,7.81613598939458920078e-01,2,1.56322719787891784016e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,9.89358051871964131415e+147,9.13470692362266080095e+149,4.61682136440492836571e+149,2,9.23364272880985673143e+149
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.29498195220376643988e-02,1.71507333048085142124e+00,8.64011575001444542821e-01,2,1.72802315000288908564e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,2.78184498795340795496e-02,2.45662544424629314399e-01,1.36740497152081696974e-01,2,2.73480994304163393949e-01
FLIP_SINGLE_BIT,TRUE_POSITIVE,3.44753340885775028113e-02,3.35063984149373883525e+00,1.69255758779115828006e+00,2,3.38511517558231656011e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,4.46635671631501196543e-05,7.60793338750564984707e-04,4.02728452956857552181e-04,2,8.05456905913715104361e-04
FLIP_SINGLE_BIT,TRUE_POSITIVE,5.81801249177615886765e-07,1.47886124745477687270e-04,7.42339629973276515784e-05,2,1.48467925994655303157e-04
FLIP_SINGLE_BIT,TRUE_POSITIVE,2.85895368422606210856e-04,1.00000000000000000000e+00,5.00142947684211303105e-01,2,1.00028589536842260621e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,7.73227438029211455728e-04,1.22502369454347004307e-03,9.99125566286340749400e-04,2,1.99825113257268149880e-03
FLIP_SINGLE_BIT,TRUE_POSITIVE,3.73857155161472221039e-05,9.53462662818260753284e-05,6.63659908989866487161e-05,2,1.32731981797973297432e-04
FLIP_SINGLE_BIT,TRUE_POSITIVE,3.65565667676654992846e-02,2.36409506649711387283e+00,1.20032581663238957503e+00,2,2.40065163326477915007e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.65767503787598302623e-02,1.79376459600153026486e+00,9.05170673190144992049e-01,2,1.81034134638028998410e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,5.43773036721589735027e+92,8.89351420127183927837e+93,4.71864361899671485408e+93,2,9.43728723799342970815e+93
FLIP_SINGLE_BIT,TRUE_POSITIVE,9.15162475875699321648e-02,1.14843805653483643781e+00,6.19977152061203184985e-01,2,1.23995430412240636997e+00
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.51955055429864316352e-04,1.39495658323854909710e-02,7.05076044390767764369e-03,2,1.41015208878153552874e-02
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.38371109015267279574e-07,9.42462756302386850393e-04,4.71300563705701058836e-04,2,9.42601127411402117673e-04
FLIP_SINGLE_BIT,TRUE_POSITIVE,3.83486875846328345574e-03,1.55234101088910705357e+01,7.76362248882476713163e+00,2,1.55272449776495342633e+01
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.62711574997425908640e+162,1.01302141093960507528e+164,5.14646284219673836068e+163,2,1.02929256843934767214e+164
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.73948714543570304158e-06,5.63316292745419389121e-06,3.68632503644494846640e-06,2,7.37265007288989693279e-06
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.77245661276970167819e-05,5.60365796331452337142e-04,2.89045181229574676962e-04,2,5.78090362459149353924e-04
FLIP_SINGLE_BIT,TRUE_POSITIVE,1.34079492105709796590e-03,1.18449335317896142783e-01,5.98950651194766203744e-02,2,1.19790130238953240749e-01
FLIP_SINGLE_BIT,TRUE_POSITIVE,2.08911831900415734253e-06,2.16528677888905285442e-04,1.09308898103954721392e-04,2,2.18617796207909442785e-04
FLIP_SINGLE_BIT,TRUE_POSITIVE,4.05126584279713597425e-07,3.99584696835209030041e-05,2.01817981339003083008e-05,2,4.03635962678006166016e-05
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.55431223447521915659e-15,1.55431223447521915659e-15,1.55431223447521915659e-15,1,1.55431223447521915659e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.44089209850062616169e-16,6.66133814775093924254e-16,5.55111512312578270212e-16,2,1.11022302462515654042e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.35287353436797275208e-13,3.62154750632726063486e-13,3.48721052034761669347e-13,2,6.97442104069523338694e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.50598469753171571028e-07,6.19022852532680190052e-07,4.34810661142925880540e-07,2,8.69621322285851761080e-07
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,1.63424829224823042750e-13,8.18234369148740370292e-14,2,1.63646873829748074058e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.58602036953925562557e-14,2.12008188782419892959e-12,1.07797104575979574292e-12,2,2.15594209151959148585e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,2.22044604925031308085e-16,2.22044604925031308085e-16,1,2.22044604925031308085e-16
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.33226762955018784851e-15,1.33226762955018784851e-15,1.33226762955018784851e-15,1,1.33226762955018784851e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.44249065417534438893e-15,7.79154518681934860069e-13,3.90798504668055102229e-13,2,7.81597009336110204458e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.08801856413265340962e-14,4.25548485338822501944e-13,2.18214335490074518020e-13,2,4.36428670980149036041e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.44089209850062616169e-16,3.46389583683048840612e-14,1.75415237890774733387e-14,2,3.50830475781549466774e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.55431223447521915659e-15,1.55431223447521915659e-15,1.55431223447521915659e-15,1,1.55431223447521915659e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,2.44249065417534438893e-15,1.33226762955018784851e-15,2,2.66453525910037569702e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.66133814775093924254e-16,1.39888101102769724093e-14,7.32747196252603316680e-15,2,1.46549439250520663336e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.18376364266481459708e-09,1.09578756957162681829e-07,5.53812602999137482129e-08,2,1.10762520599827496426e-07
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.63242530604179592046e-10,3.53125351182370650349e-09,1.84724802121394304777e-09,2,3.69449604242788609554e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.15785159238157575601e-12,2.91189294898686057422e-12,2.03487227068421816512e-12,2,4.06974454136843633023e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.27770491356693582929e-09,5.55961676695915230084e-09,3.91866084026304406507e-09,2,7.83732168052608813014e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.64890323617328249384e-12,2.88044366136830376490e-10,1.44846634686501829492e-10,2,2.89693269373003658984e-10
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.86902449073045318073e-09,1.86902449073045318073e-09,1.86902449073045318073e-09,1,1.86902449073045318073e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.95455431734248463727e-08,4.62058316053060025297e-08,4.28756873893654244512e-08,2,8.57513747787308489023e-08
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.99840144432528177276e-15,1.99840144432528177276e-15,1.99840144432528177276e-15,1,1.99840144432528177276e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.03446184951394570817e-09,4.61041821719909705735e-07,2.31038141784711825721e-07,2,4.62076283569423651443e-07
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.66133814775093924254e-16,9.99200722162640886381e-15,5.32907051820075139403e-15,2,1.06581410364015027881e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,5.10702591327572008595e-15,2.20023999020213523181e-12,1.10267350805770547595e-12,2,2.20534701611541095190e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.37845290737459436059e-12,1.86535009660815376265e-10,9.39567312840949853125e-11,2,1.87913462568189970625e-10
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.24500451351650553988e-13,1.25832677611015242292e-12,9.41413613730901488452e-13,2,1.88282722746180297690e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.35133945436905378301e-10,3.18821262723645304504e-08,1.62586301089007179144e-08,2,3.25172602178014358287e-08
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.99639424383713048883e-10,4.31486402163727689185e-10,3.65562913273720369034e-10,2,7.31125826547440738068e-10
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.07764704224433671698e-08,4.76750618727539432484e-06,2.40414132884891884601e-06,2,4.80828265769783769201e-06
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.59532412122598543647e-12,3.57544882589877488499e-09,1.79002207501000043521e-09,2,3.58004415002000087043e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,6.66133814775093924254e-16,4.44089209850062616169e-16,2,8.88178419700125232339e-16
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.68673971959287882783e-14,7.78932474077009828761e-13,4.02899935636469308520e-13,2,8.05799871272938617039e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.33066907387546962127e-16,7.66053886991358012892e-15,3.99680288865056354553e-15,2,7.99360577730112709105e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.66077859534652816365e-10,5.98882943236844766943e-09,3.32745364595155024290e-09,2,6.65490729190310048580e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.96380714309907489223e-13,1.60769175749919668306e-11,8.28664914465093715989e-12,2,1.65732982893018743198e-11
FLIP_SINGLE_BIT,FALSE_NEGATIVE,7.66053886991358012892e-15,7.66053886991358012892e-15,7.66053886991358012892e-15,1,7.66053886991358012892e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.90862897603483361308e-11,1.60901669765678434487e-09,8.24051493708566340501e-10,2,1.64810298741713268100e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.23234755733392375987e-14,1.23234755733392375987e-14,1.23234755733392375987e-14,1,1.23234755733392375987e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,4.44089209850062616169e-16,3.33066907387546962127e-16,2,6.66133814775093924254e-16
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.11022302462515654042e-16,1.11022302462515654042e-16,1.11022302462515654042e-16,1,1.11022302462515654042e-16
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.28830279777503164951e-12,1.38666855775682051899e-12,1.33748567776592608425e-12,2,2.67497135553185216850e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.33066907387546962127e-16,3.33066907387546962127e-16,3.33066907387546962127e-16,1,3.33066907387546962127e-16
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,5.32907051820075139403e-15,2.77555756156289135106e-15,2,5.55111512312578270212e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.66133814775093924254e-16,2.59015031645049020881e-13,1.29840582729912057403e-13,2,2.59681165459824114805e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.88737914186276611872e-15,9.29034627006330993026e-13,4.65461003074096879573e-13,2,9.30922006148193759145e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.22124532708767219447e-15,1.22124532708767219447e-15,1.22124532708767219447e-15,1,1.22124532708767219447e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.43058914609173370991e-14,1.08317788072298526458e-09,5.41606093307223090960e-10,2,1.08321218661444618192e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,3.44169137633798527531e-15,1.83186799063150829170e-15,2,3.66373598126301658340e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.09683381768854815164e-11,3.02243829963799726102e-09,1.52170331890744137127e-09,2,3.04340663781488274253e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.18793863634891749825e-14,1.80488957113311698777e-12,9.08384478748303081375e-13,2,1.81676895749660616275e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.57290290792033715661e-08,3.34525227518867040999e-08,2.45907759155450378330e-08,2,4.91815518310900756660e-08
FLIP_SINGLE_BIT,FALSE_NEGATIVE,7.14983627858600812033e-14,7.94564414263732032850e-12,4.00857125271159020485e-12,2,8.01714250542318040971e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.66133814775093924254e-16,4.66293670342565746978e-15,2.66453525910037569702e-15,2,5.32907051820075139403e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.21724893790087662637e-14,2.74669176292263728101e-13,1.68420832835636247182e-13,2,3.36841665671272494365e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.77475828372553223744e-15,3.77475828372553223744e-15,3.77475828372553223744e-15,1,3.77475828372553223744e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,8.88178419700125232339e-16,8.88178419700125232339e-16,8.88178419700125232339e-16,1,8.88178419700125232339e-16
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.66533453693773481064e-14,1.66533453693773481064e-14,1.66533453693773481064e-14,1,1.66533453693773481064e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.23883150801884767134e-13,6.03497252171791842557e-11,3.03868041839905345114e-11,2,6.07736083679810690228e-11
FLIP_SINGLE_BIT,FALSE_NEGATIVE,7.77156117237609578297e-15,2.45137243837234564126e-13,1.26454402504805329954e-13,2,2.52908805009610659909e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.11022302462515654042e-16,1.44328993201270350255e-15,7.77156117237609578297e-16,2,1.55431223447521915659e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.33066907387546962127e-15,1.82298620643450703938e-13,9.28146448586630867794e-14,2,1.85629289717326173559e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.61405150858706747385e-08,4.35664240239219680006e-08,3.48534695548963213696e-08,2,6.97069391097926427392e-08
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.50952608588295333902e-10,1.79322514615165573559e-08,9.19160203505242634492e-09,2,1.83832040701048526898e-08
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.29785071578680799576e-12,1.29785071578680799576e-12,1.29785071578680799576e-12,1,1.29785071578680799576e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.78652664778655889677e-11,1.84045090279028045188e-09,9.39158084634073020425e-10,2,1.87831616926814604085e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.32160990221564134117e-13,8.04245559038463397883e-13,7.18203274630013766000e-13,2,1.43640654926002753200e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,9.17932396760079427622e-10,9.63525774833051684709e-07,4.82221853614905882068e-07,2,9.64443707229811764137e-07
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.44089209850062616169e-16,4.44089209850062616169e-16,4.44089209850062616169e-16,1,4.44089209850062616169e-16
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.44089209850062616169e-16,5.44009282066326704808e-15,2.94209101525666483212e-15,2,5.88418203051332966425e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.18394224716212193016e-14,1.33846267402759622200e-11,6.72323308137379171967e-12,2,1.34464661627475834393e-11
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.44500975021821886912e-09,1.18392511128107003060e-07,6.04187604391626109646e-08,2,1.20837520878325221929e-07
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.66133814775093924254e-16,2.33146835171282873489e-15,1.49880108324396132957e-15,2,2.99760216648792265914e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,1.08135722598490247037e-13,5.41788836017076391727e-14,2,1.08357767203415278345e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.48769885299770976417e-14,2.42540432182636322977e-10,1.21277654585583150038e-10,2,2.42555309171166300075e-10
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.40776279522469849326e-13,7.69020402913156431168e-11,3.85214082854190564831e-11,2,7.70428165708381129662e-11
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.97175609173427801579e-13,5.84795767366586005664e-10,2.92496471487879716733e-10,2,5.84992942975759433466e-10
FLIP_SINGLE_BIT,FALSE_NEGATIVE,8.87413920125368349545e-10,7.46502351045563727894e-08,3.77688245123408705695e-08,2,7.55376490246817411389e-08
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.70974345792274107225e-14,5.08848518876447997172e-12,2.55279131167185369122e-12,2,5.10558262334370738245e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.11972669919668987859e-14,8.14903700074864900671e-14,5.63438184997266944265e-14,2,1.12687636999453388853e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.44089209850062616169e-16,6.66133814775093924254e-16,5.55111512312578270212e-16,2,1.11022302462515654042e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.44089209850062616169e-16,5.89750470680883154273e-13,2.95097279945366608445e-13,2,5.90194559890733216889e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,1.22124532708767219447e-15,7.21644966006351751275e-16,2,1.44328993201270350255e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.44169137633798527531e-15,3.44169137633798527531e-15,3.44169137633798527531e-15,1,3.44169137633798527531e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.24500409981465054443e-12,2.31158647778784143156e-10,1.16201825939299396850e-10,2,2.32403651878598793701e-10
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.55431223447521915659e-15,1.55431223447521915659e-15,1.55431223447521915659e-15,1,1.55431223447521915659e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,5.55111512312578270212e-16,5.55111512312578270212e-16,5.55111512312578270212e-16,1,5.55111512312578270212e-16
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.66133814775093924254e-16,3.27515792264421179425e-14,1.67088565206086059334e-14,2,3.34177130412172118668e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,9.99200722162640886381e-16,9.99200722162640886381e-16,9.99200722162640886381e-16,1,9.99200722162640886381e-16
FLIP_SINGLE_BIT,FALSE_NEGATIVE,9.54791801177634624764e-15,6.83342271656783850631e-13,3.46445094834280098439e-13,2,6.92890189668560196878e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.33066907387546962127e-16,1.11022302462515654042e-15,7.21644966006351751275e-16,2,1.44328993201270350255e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.19494614203574656131e-09,4.51320171790392521416e-07,2.26257558966214133989e-07,2,4.52515117932428267977e-07
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.29896093881143315230e-14,1.29896093881143315230e-14,1.29896093881143315230e-14,1,1.29896093881143315230e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.55031584528842358850e-15,2.60902410786911787000e-14,1.63202784619898011442e-14,2,3.26405569239796022885e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,8.21565038222615839913e-15,4.21884749357559485361e-15,2,8.43769498715118970722e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.22124532708767219447e-15,1.22124532708767219447e-15,1.22124532708767219447e-15,1,1.22124532708767219447e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.11022302462515654042e-16,5.99520433297584531829e-14,3.00315328161104844185e-14,2,6.00630656322209688369e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.10578213252665591426e-13,2.34838259949299299478e-10,1.17474419081275982535e-10,2,2.34948838162551965070e-10
FLIP_SINGLE_BIT,FALSE_NEGATIVE,8.88178419700125232339e-16,8.88178419700125232339e-16,8.88178419700125232339e-16,1,8.88178419700125232339e-16
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.19292575817553370143e-10,4.32027246199950809569e-08,2.16610085979063171635e-08,2,4.33220171958126343270e-08
FLIP_SINGLE_BIT,FALSE_NEGATIVE,5.55111512312578270212e-15,1.15241149956091248896e-13,6.03961325396085157990e-14,2,1.20792265079217031598e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.11022302462515654042e-15,1.11022302462515654042e-15,1.11022302462515654042e-15,1,1.11022302462515654042e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.44249065417534438893e-15,2.44249065417534438893e-15,2.44249065417534438893e-15,1,2.44249065417534438893e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,5.23246191930226700606e-08,8.91619064358195601017e-07,4.71971841775609135539e-07,2,9.43943683551218271077e-07
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.69486688309461897006e-11,1.29279698057871428318e-10,9.81141834444088090095e-11,2,1.96228366888817618019e-10
FLIP_SINGLE_BIT,FALSE_NEGATIVE,5.14114417704547577159e-10,5.14114417704547577159e-10,5.14114417704547577159e-10,1,5.14114417704547577159e-10
FLIP_SINGLE_BIT,FALSE_NEGATIVE,8.85280737605853573768e-12,7.66180342504085842847e-08,3.83134435288923214102e-08,2,7.66268870577846428205e-08
FLIP_SINGLE_BIT,FALSE_NEGATIVE,5.55111512312578270212e-16,2.68673971959287882783e-14,1.37112543541206832742e-14,2,2.74225087082413665485e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,1.92190707792860848713e-12,9.61064561266766759218e-13,2,1.92212912253353351844e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,9.93308852947905052133e-08,4.51401588441591172796e-06,2.30667338485535111658e-06,2,4.61334676971070223317e-06
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.09630099337709907559e-12,1.76233805326830861304e-09,8.82717177130842856059e-10,2,1.76543435426168571212e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,7.77156117237609578297e-16,7.77156117237609578297e-16,7.77156117237609578297e-16,1,7.77156117237609578297e-16
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.33771882460109736712e-11,4.06306110978249535037e-09,2.03821914901425316202e-09,2,4.07643829802850632404e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.59539048638634994859e-13,2.79209988462980618351e-12,1.47581946663422058919e-12,2,2.95163893326844117837e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,3.55271367880050092936e-15,3.55271367880050092936e-15,3.55271367880050092936e-15,1,3.55271367880050092936e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,9.50794998288984061219e-13,4.34838831608885811875e-11,2.22173390795887826243e-11,2,4.44346781591775652487e-11
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.90052443069544096943e-13,3.36808358980533739668e-12,1.92906801643744074681e-12,2,3.85813603287488149363e-12
FLIP_SINGLE_BIT,FALSE_NEGATIVE,7.63091811961658095242e-11,2.13595849674064197643e-07,1.06836079427630181726e-07,2,2.13672158855260363453e-07
FLIP_SINGLE_BIT,FALSE_NEGATIVE,7.97264476659620413557e-11,7.48173301090560016746e-09,3.78072972928578110441e-09,2,7.56145945857156220882e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.20269212366963529348e-08,1.20269212366963529348e-08,1.20269212366963529348e-08,1,1.20269212366963529348e-08
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.99840144432528177276e-15,1.99840144432528177276e-15,1.99840144432528177276e-15,1,1.99840144432528177276e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,4.36583880158991632925e-10,4.90410512199446202430e-09,2.67034450107672682861e-09,2,5.34068900215345365723e-09
FLIP_SINGLE_BIT,FALSE_NEGATIVE,5.55111512312578270212e-16,7.32747196252603316680e-14,3.69149155687864549691e-14,2,7.38298311375729099382e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.22044604925031308085e-16,6.10622663543836097233e-15,3.16413562018169614021e-15,2,6.32827124036339228041e-15
FLIP_SINGLE_BIT,FALSE_NEGATIVE,6.03961325396085157990e-14,3.41615624677160667488e-13,2.01005878608384591644e-13,2,4.02011757216769183287e-13
FLIP_SINGLE_BIT,FALSE_NEGATIVE,2.57571741713036317378e-14,5.78426195829706557561e-14,4.17998968771371437469e-14,2,8.35997937542742874939e-14
FLIP_SINGLE_BIT,FALSE_NEGATIVE,1.06737974014947667456e-09,3.78535625067399905674e-09,2.42636799541173786565e-09,2,4.85273599082347573130e-09
